time;observations
0.0342;-0.005003911192754421
0.0344;-0.005231610473821237
0.0346;-0.0045858830318485306
0.0348;-0.004939444216644166
0.035;-0.003155920458962801
0.0352;-0.001100550762183126
0.0354;-8.901825948504327e-05
0.0356;-0.00030424290108857586
0.0358;-0.0020347963514316817
0.036;-0.0032825823263174453
0.0362;-0.0017176777535700873
0.0364;-0.0026166421525444603
0.0366;-0.006157807854234475
0.0368;-0.0041077502763458215
0.037;-0.005099228906812962
0.0372;-0.004003276030746338
0.0374;-0.006152363338056597
0.0376;-0.0054407484011827975
0.0378;-0.005688027608109334
0.038;-0.007446367214699651
0.0382;-0.012387023325171395
0.0384;-0.009651969489196034
0.0386;-0.01121765292616245
0.0388;-0.011670725628621141
0.039;-0.010533391197410341
0.0392;-0.009933241656042686
0.0394;-0.008099339777223552
0.0396;-0.009651137779816993
0.0398;-0.009798261139208422
0.04;-0.010414788780442533
0.0402;-0.008972646152494953
0.0404;-0.01052350725786131
0.0406;-0.011285101845074995
0.0408;-0.01267363270246942
0.041;-0.01008315472249833
0.0412;-0.009554438019350185
0.0414;-0.0074032858122338166
0.0416;-0.010337718344594422
0.0418;-0.010033646322759906
0.042;-0.012628270594921965
0.0422;-0.014737149833801694
0.0424;-0.01714898857420927
0.0426;-0.016733801005740078
0.0428;-0.015656236526797394
0.043;-0.014791776856183509
0.0432;-0.01624904737690689
0.0434;-0.015347232446881074
0.0436;-0.016031819344218153
0.0438;-0.017474476621233907
0.044;-0.017020810362415588
0.0442;-0.0174141236985768
0.0444;-0.017644246031882204
0.0446;-0.01848621038429461
0.0448;-0.02110246135625729
0.045;-0.020926384172095976
0.0452;-0.018583103068641884
0.0454;-0.019735818648916756
0.0456;-0.01938188863876972
0.0458;-0.01956571291689164
0.046;-0.019001091124303145
0.0462;-0.01883743898879735
0.0464;-0.018378164343933672
0.0466;-0.018700562224025132
0.0468;-0.018494786436733787
0.047;-0.019856523672644306
0.0472;-0.020062638737754167
0.0474;-0.019033296689872956
0.0476;-0.017069391127103012
0.0478;-0.01660397119200464
0.048;-0.013520297338953373
0.0482;-0.015086543665895492
0.0484;-0.014828443639460655
0.0486;-0.012767413375148685
0.0488;-0.013246469652418045
0.049;-0.012566538243973508
0.0492;-0.01616477917390743
0.0494;-0.01722375480911768
0.0496;-0.018263098911837496
0.0498;-0.015995136698231546
0.05;-0.014916519492281536
0.0502;-0.016579257934778248
0.0504;-0.018300866618107405
0.0506;-0.016841022425561146
0.0508;-0.017020921872492562
0.051;-0.018714364940546836
0.0512;-0.016588995668762305
0.0514;-0.01555150596219588
0.0516;-0.015494534763060201
0.0518;-0.017430907848571972
0.052;-0.017158132739240585
0.0522;-0.01721822321390126
0.0524;-0.01666695845884471
0.0526;-0.016023837324849903
0.0528;-0.016252354780270404
0.053;-0.015679150097648174
0.0532;-0.013147332882453698
0.0534;-0.016214840093031428
0.0536;-0.01742989563567738
0.0538;-0.014228346985994884
0.054;-0.014140955683617257
0.0542;-0.013997839787887012
0.0544;-0.013491745671083345
0.0546;-0.014841875562781194
0.0548;-0.015445049829093897
0.055;-0.015735177125011143
0.0552;-0.017706723887923954
0.0554;-0.016193036366588635
0.0556;-0.015105313116181155
0.0558;-0.01714111611798951
0.056;-0.017758126341944246
0.0562;-0.017623151256601327
0.0564;-0.01673038930438837
0.0566;-0.017493605555203903
0.0568;-0.018716399015017326
0.057;-0.018656435893619826
0.0572;-0.020650844938229704
0.0574;-0.020316446677988556
0.0576;-0.01818557903979396
0.0578;-0.017621930235730218
0.058;-0.01751168977253385
0.0582;-0.01813043030586428
0.0584;-0.019607858216871096
0.0586;-0.01963123929103438
0.0588;-0.020100350861366162
0.059;-0.020524561323806433
0.0592;-0.021169507196664272
0.0594;-0.022437534346444406
0.0596;-0.02283454611730243
0.0598;-0.024501633155176228
0.06;-0.025663176107683844
0.0602;-0.02423743612350759
0.0604;-0.023775483319315414
0.0606;-0.02384164554836045
0.0608;-0.021226029606033175
0.061;-0.022867505688906536
0.0612;-0.021649335979009084
0.0614;-0.0215267898079661
0.0616;-0.022835321171781414
0.0618;-0.024420374043170497
0.062;-0.024374948823610215
0.0622;-0.0276059278471992
0.0624;-0.027741435715416998
0.0626;-0.027162273176873364
0.0628;-0.025675816261207116
0.063;-0.027233414583795492
0.0632;-0.029466875066298505
0.0634;-0.02898582707151434
0.0636;-0.028418663922340628
0.0638;-0.027541808178100948
0.064;-0.02565684026140181
0.0642;-0.02532972739204843
0.0644;-0.026718917714505894
0.0646;-0.026370126383391996
0.0648;-0.025515958563684674
0.065;-0.026932317330013875
0.0652;-0.02865872329137116
0.0654;-0.02925987285711982
0.0656;-0.029468538606327033
0.0658;-0.02846544281870397
0.066;-0.0274953869678306
0.0662;-0.028530445885555724
0.0664;-0.026778962093658654
0.0666;-0.025823129440198562
0.0668;-0.025452658523954952
0.067;-0.025001624537004153
0.0672;-0.024296054185072524
0.0674;-0.024873384385055358
0.0676;-0.0253607998999996
0.0678;-0.026895955661860815
0.068;-0.026568222885443745
0.0682;-0.025596270975855952
0.0684;-0.02607586017051158
0.0686;-0.02553815146657435
0.0688;-0.02334479324360148
0.069;-0.022769680952042112
0.0692;-0.02436403269717088
0.0694;-0.02573759881279124
0.0696;-0.026630256442327128
0.0698;-0.02568479962726
0.07;-0.027281908730237888
0.0702;-0.02480954310435432
0.0704;-0.022591039230415395
0.0706;-0.023355695948129696
0.0708;-0.02317549836871675
0.071;-0.02274495357658591
0.0712;-0.023626103069594145
0.0714;-0.0269753060127956
0.0716;-0.02425223124658743
0.0718;-0.025185659866953803
0.072;-0.026541033588571007
0.0722;-0.029267258667992915
0.0724;-0.031205824698052345
0.0726;-0.02798075400402102
0.0728;-0.024796877001312986
0.073;-0.027200128316568623
0.0732;-0.026243572484289702
0.0734;-0.026158393168826895
0.0736;-0.02560916695629366
0.0738;-0.024597741831658138
0.074;-0.025363710657790053
0.0742;-0.024269206846486382
0.0744;-0.023129802490535024
0.0746;-0.022069178583979412
0.0748;-0.022408894722884945
0.075;-0.02255418755281271
0.0752;-0.022441653619622217
0.0754;-0.020634485431208827
0.0756;-0.01916337724742454
0.0758;-0.02031708933132019
0.076;-0.020466024131112766
0.0762;-0.01968279853299021
0.0764;-0.020662061633424985
0.0766;-0.022026909189503244
0.0768;-0.021979860032052476
0.077;-0.019001576588441205
0.0772;-0.019727626700139618
0.0774;-0.017906881514995105
0.0776;-0.01612943808741633
0.0778;-0.01709847995533916
0.078;-0.016247701346415067
0.0782;-0.015322379971102732
0.0784;-0.01577725134071783
0.0786;-0.017031549556966823
0.0788;-0.014761664536960135
0.079;-0.015588047872068276
0.0792;-0.017176924020558874
0.0794;-0.01570964123325715
0.0796;-0.014616386029841067
0.0798;-0.014556294892269889
0.08;-0.016721509986121375
0.0802;-0.018864648453142115
0.0804;-0.0184594155501283
0.0806;-0.01782005162497972
0.0808;-0.021509261522588908
0.081;-0.022525626138997445
0.0812;-0.022538370427040468
0.0814;-0.020768268184358736
0.0816;-0.023756193520894614
0.0818;-0.026884525803356464
0.082;-0.028138510724855223
0.0822;-0.0298632883661361
0.0824;-0.030440545046028302
0.0826;-0.03273535676191824
0.0828;-0.032905126732020507
0.083;-0.030371970255665383
0.0832;-0.029078744357079828
0.0834;-0.02745060631241098
0.0836;-0.02904145889385385
0.0838;-0.028113168095261983
0.084;-0.028093570287318112
0.0842;-0.029137580431769436
0.0844;-0.025928214323628376
0.0846;-0.022650821564979415
0.0848;-0.021363765544492576
0.085;-0.021508360310582512
0.0852;-0.019449050752762122
0.0854;-0.020171976420079465
0.0856;-0.018408341295673293
0.0858;-0.01973273904615637
0.086;-0.019571117372119404
0.0862;-0.018466753711576283
0.0864;-0.016442202910443803
0.0866;-0.016043281847499834
0.0868;-0.015303220864787585
0.087;-0.015051827410181219
0.0872;-0.01629246123508144
0.0874;-0.01574937021574912
0.0876;-0.015599700757129385
0.0878;-0.014755154615170692
0.088;-0.016103185286871383
0.0882;-0.014145083276062793
0.0884;-0.01599516719456556
0.0886;-0.01117084303169481
0.0888;-0.011493054547732851
0.089;-0.013130284967445713
0.0892;-0.011555286907075496
0.0894;-0.010117840629971045
0.0896;-0.01291451868694049
0.0898;-0.011811460355399806
0.09;-0.012194747119282106
0.0902;-0.013084189119352175
0.0904;-0.013537791460795742
0.0906;-0.011397675086263031
0.0908;-0.010263303414441823
0.091;-0.011067930211399887
0.0912;-0.012711351800949504
0.0914;-0.012712133260135747
0.0916;-0.011201010586436036
0.0918;-0.009733171534569034
0.092;-0.009551040602703254
0.0922;-0.010857731945650859
0.0924;-0.010431546464577708
0.0926;-0.012282436000968629
0.0928;-0.013944422071447513
0.093;-0.012974300801854738
0.0932;-0.016169172197555544
0.0934;-0.015562172754754798
0.0936;-0.014298191030202531
0.0938;-0.01568985886334735
0.094;-0.01582303410022111
0.0942;-0.013953766574551744
0.0944;-0.013452022689943173
0.0946;-0.01367313427607721
0.0948;-0.01376443601595643
0.095;-0.013315040119858484
0.0952;-0.015377465904430052
0.0954;-0.015183504565339519
0.0956;-0.015280857783384925
0.0958;-0.01249221331638052
0.096;-0.012113306434827394
0.0962;-0.01294550766441987
0.0964;-0.012199598568703507
0.0966;-0.012720735242014579
0.0968;-0.012305744233516117
0.097;-0.011114700292847461
0.0972;-0.011384494242348352
0.0974;-0.011946168048774223
0.0976;-0.011475176663763985
0.0978;-0.011021386156785518
0.098;-0.010307801806107863
0.0982;-0.008530159938238614
0.0984;-0.008892438530148617
0.0986;-0.010923989176226027
0.0988;-0.011420251306711947
0.099;-0.010224062624901685
0.0992;-0.010216866983379001
0.0994;-0.009196641563352767
0.0996;-0.010632791402649383
0.0998;-0.009618695443394424
0.1;-0.00786783173922714
0.1002;-0.008623394112917343
0.1004;-0.006878284128183422
0.1006;-0.007973782092884586
0.1008;-0.008887406194101772
0.101;-0.009652222320853155
0.1012;-0.00913095156006048
0.1014;-0.009444724442371514
0.1016;-0.00798875635826417
0.1018;-0.0072431457557560934
0.102;-0.005431999420485396
0.1022;-0.0042077380230438905
0.1024;-0.003338330892456026
0.1026;-0.0027505333253631577
0.1028;-0.005624721813109235
0.103;-0.004938171192695872
0.1032;-0.003230169006943389
0.1034;-0.004049102628306568
0.1036;-0.005933367376373306
0.1038;-0.007292911153691481
0.104;-0.005117110247555196
0.1042;-0.004967307498843916
0.1044;-0.00456681347390318
0.1046;-0.004912374969628752
0.1048;-0.004418579164898841
0.105;-0.003683973072772287
0.1052;-0.0017322787307103354
0.1054;-0.002137799219282776
0.1056;-0.002030882405425666
0.1058;-0.0018784967356005743
0.106;-0.003910477491209668
0.1062;-0.0035028821162735773
0.1064;-0.002703361396588968
0.1066;-0.0027254614883525188
0.1068;-0.0031372941743495267
0.107;-0.004979035175855221
0.1072;-0.006250324990800105
0.1074;-0.0049337444311192274
0.1076;-0.00440671724069826
0.1078;-0.004956144273759681
0.108;-0.003726208303320873
0.1082;-0.0034538947149708892
0.1084;-0.0035188160197124393
0.1086;-0.002380795910806337
0.1088;-0.002132425300679699
0.109;-0.003614201844366377
0.1092;-0.0027271786774422154
0.1094;-0.0027486279051374164
0.1096;-0.0040867783568647965
0.1098;-0.0057172558922630136
0.11;-0.005651828685137241
0.1102;-0.004769807258200756
0.1104;-0.006482545408212595
0.1106;-0.0051427586260895004
0.1108;-0.0051081392472562374
0.111;-0.005610805725856959
0.1112;-0.002243742450591677
0.1114;-0.002602746123276896
0.1116;-0.0013834562740351153
0.1118;-0.000851709948640486
0.112;-0.0014426844279211322
0.1122;-0.003625726851438907
0.1124;-0.0038227650242409054
0.1126;-0.003948677215622152
0.1128;-0.004811837645444514
0.113;-0.003593863611014111
0.1132;-0.0020909824294324526
0.1134;-0.0019839319534018644
0.1136;-0.001077748236399738
0.1138;-0.0026985885437366686
0.114;-0.0030840192505524828
0.1142;-0.003972918114337869
0.1144;-0.0030425263076720617
0.1146;-0.003110263880422057
0.1148;-0.0014648660912659059
0.115;-0.004206533227389968
0.1152;-0.0023898288840217084
0.1154;-0.00025108307360793977
0.1156;-0.002935164690690025
0.1158;-0.0018533007812816388
0.116;-0.0032041439294553786
0.1162;-0.0026756693765060406
0.1164;-0.00502966949810636
0.1166;-0.002718408926446167
0.1168;-0.005098866909454327
0.117;-0.005784783710792839
0.1172;-0.004390093176832447
0.1174;-0.005957224507454246
0.1176;-0.006047109537841677
0.1178;-0.005504808063744064
0.118;-0.005083090324423333
0.1182;-0.006395379791096789
0.1184;-0.006800918984662736
0.1186;-0.008537206555122207
0.1188;-0.009212253538553155
0.119;-0.008723979562614404
0.1192;-0.005824859487986867
0.1194;-0.00794619071524309
0.1196;-0.008002195412446194
0.1198;-0.010350938217747872
0.12;-0.010187068946230326
0.1202;-0.008712388760175228
0.1204;-0.005765453077145404
0.1206;-0.002615295907300141
0.1208;-0.0025561514180998026
0.121;-0.003479998216458534
0.1212;-0.0047026633676739244
0.1214;-0.0036390349991338626
0.1216;-0.0037605921532545255
0.1218;-0.00250507531563097
0.122;-0.004269613198280771
0.1222;-0.003506437037900512
0.1224;-0.0016705211245756438
0.1226;-0.004085034971156608
0.1228;-0.006488341911017838
0.123;-0.0058149476988377195
0.1232;-0.005113459559897269
0.1234;-0.004312983634151281
0.1236;-0.004684715128594325
0.1238;-0.0041708105128577515
0.124;-0.003506075249570942
0.1242;-0.00244704084301481
0.1244;-0.00013685077492200348
0.1246;-0.0009173914559944617
0.1248;-0.001299620073872268
0.125;-0.0034985325228570085
0.1252;-0.002538056912845346
0.1254;-0.0008884145007669753
0.1256;0.0009019972793725861
0.1258;0.0005236145273703948
0.126;0.00040141573916248195
0.1262;0.0008724833535162593
0.1264;-0.00028512082865580146
0.1266;-0.0019951364006178724
0.1268;-0.0015090514055775082
0.127;-0.002086351250798763
0.1272;-0.002822608211341816
0.1274;-0.0027855536998776104
0.1276;-0.0033642617109435045
0.1278;-0.00438310900855952
0.128;-0.003264061976423
0.1282;-0.0022127991339085475
0.1284;-0.0032889033260371675
0.1286;-0.004378141135010556
0.1288;-0.00425818216572809
0.129;-0.0028161735235035447
0.1292;-0.0010432142828866325
0.1294;-0.0011407497809800473
0.1296;-0.001366827498172514
0.1298;-0.0023067228633260415
0.13;-0.0030563972192505897
0.1302;-0.003915763349602958
0.1304;-0.004895986455341578
0.1306;-0.0054920994174844796
0.1308;-0.005796231567650881
0.131;-0.00540161136633658
0.1312;-0.006686103224076881
0.1314;-0.007001582818689369
0.1316;-0.005246220756610145
0.1318;-0.007563951794143738
0.132;-0.008454887162275644
0.1322;-0.00690382883402913
0.1324;-0.008505722265224431
0.1326;-0.012052148369661578
0.1328;-0.013585171874555685
0.133;-0.014029610404984677
0.1332;-0.01674241180139831
0.1334;-0.016318893755759414
0.1336;-0.013062736452960312
0.1338;-0.012025070510807076
0.134;-0.01095589978934009
0.1342;-0.01066665850185704
0.1344;-0.012224895132445622
0.1346;-0.010942529971584021
0.1348;-0.010773345338931395
0.135;-0.011071919017195998
0.1352;-0.012011712798071079
0.1354;-0.010891913175212639
0.1356;-0.011032924490167715
0.1358;-0.009660248095560334
0.136;-0.010006908936269496
0.1362;-0.01040067266118732
0.1364;-0.011263508447608987
0.1366;-0.0119946339100922
0.1368;-0.013789021144290257
0.137;-0.015565092517103023
0.1372;-0.014443916468708518
0.1374;-0.014776829350423014
0.1376;-0.015139341683090536
0.1378;-0.015211526757068447
0.138;-0.01455776379171068
0.1382;-0.013536459106036576
0.1384;-0.014113051789800457
0.1386;-0.012848207294152085
0.1388;-0.012215985846699286
0.139;-0.012297962064808723
0.1392;-0.013336558795816423
0.1394;-0.015395188087315501
0.1396;-0.013952518050413878
0.1398;-0.015086671442834633
0.14;-0.015939391137977307
0.1402;-0.01791953371066272
0.1404;-0.016586310865900608
0.1406;-0.016875013370821295
0.1408;-0.015798554653033814
0.141;-0.01591369307983656
0.1412;-0.012890972425751974
0.1414;-0.011282869303234003
0.1416;-0.012092792811915689
0.1418;-0.01135223825090481
0.142;-0.01157473095875524
0.1422;-0.012495816745493417
0.1424;-0.01397983370695686
0.1426;-0.014109826206242918
0.1428;-0.012059475516571284
0.143;-0.011674982303256533
0.1432;-0.011601941474228784
0.1434;-0.010826865268964278
0.1436;-0.011119637626151722
0.1438;-0.009398905710484814
0.144;-0.008552743890657183
0.1442;-0.009593035838729553
0.1444;-0.009135806772227372
0.1446;-0.008660993564955382
0.1448;-0.007405489322715089
0.145;-0.007173077303202715
0.1452;-0.008595316588058566
0.1454;-0.00901722713243132
0.1456;-0.010659565542095586
0.1458;-0.012466157963067617
0.146;-0.011459162056862834
0.1462;-0.012000244636213311
0.1464;-0.011600423540601758
0.1466;-0.01093285693201527
0.1468;-0.010708587182088888
0.147;-0.008897403102381189
0.1472;-0.008278371415154097
0.1474;-0.010268829142761046
0.1476;-0.008909045806994382
0.1478;-0.008087414188016841
0.148;-0.007855164214714645
0.1482;-0.006584781788328109
0.1484;-0.006244677849738743
0.1486;-0.006728472610707212
0.1488;-0.007692203377849777
0.149;-0.00832866784231224
0.1492;-0.0052954535248970576
0.1494;-0.0033013733874737968
0.1496;-0.0034498366836550306
0.1498;-0.004856976940346935
0.15;-0.0038758809456784595
0.1502;-0.0026106746136766485
0.1504;-0.0036049188938007794
0.1506;-0.00292782826736987
0.1508;-0.004794621591855808
0.151;-0.005302528144015695
0.1512;-0.005238022133991823
0.1514;-0.006611134043310211
0.1516;-0.0029071871136757232
0.1518;-0.002594010102458895
0.152;-0.004648292855112425
0.1522;-0.0035647941136995142
0.1524;-0.003611288612569454
0.1526;-0.003363404516715497
0.1528;-0.0073950295367267195
0.153;-0.008249859699753368
0.1532;-0.007918494806893784
0.1534;-0.009104853220397812
0.1536;-0.009705237508604284
0.1538;-0.010480025712745191
0.154;-0.011664427935518584
0.1542;-0.011859648534218612
0.1544;-0.00986380772914023
0.1546;-0.0129433048627954
0.1548;-0.014120680496882821
0.155;-0.014583923124421319
0.1552;-0.017497408476293243
0.1554;-0.01826573625484308
0.1556;-0.018218571556998985
0.1558;-0.017244951449810583
0.156;-0.01674392051709551
0.1562;-0.016096482119408367
0.1564;-0.016176969665162036
0.1566;-0.01604685584763196
0.1568;-0.014529783309345455
0.157;-0.0139008026619593
0.1572;-0.015020036528547788
0.1574;-0.016118959371776074
0.1576;-0.01385497847442423
0.1578;-0.013331844015250323
0.158;-0.01185465489315764
0.1582;-0.014298511541846172
0.1584;-0.012875990106637848
0.1586;-0.012630484641030948
0.1588;-0.013544194396904498
0.159;-0.015680451995281366
0.1592;-0.014534666450826303
0.1594;-0.017636095558361705
0.1596;-0.01779149499362379
0.1598;-0.01838067825225322
0.16;-0.01864689573963083
0.1602;-0.017673748937236566
0.1604;-0.017821680474525935
0.1606;-0.017153784028800974
0.1608;-0.017361950283473034
0.161;-0.018003432213973963
0.1612;-0.016712159368584913
0.1614;-0.01867675425709175
0.1616;-0.01881444432400227
0.1618;-0.02034445202938386
0.162;-0.022770263099024888
0.1622;-0.02331970535364344
0.1624;-0.021672324674764182
0.1626;-0.020271452966434275
0.1628;-0.021014138316122855
0.163;-0.02069585191595578
0.1632;-0.022182571560706337
0.1634;-0.021576584306859114
0.1636;-0.02270663138541879
0.1638;-0.022337113981119774
0.164;-0.02232825913634294
0.1642;-0.024060182801933942
0.1644;-0.024713274963081767
0.1646;-0.02440396721499985
0.1648;-0.025132283307411463
0.165;-0.023454626821647492
0.1652;-0.024885522845179208
0.1654;-0.025065440156976634
0.1656;-0.025492436975411314
0.1658;-0.025002764841654285
0.166;-0.026819744842845973
0.1662;-0.028047626181768516
0.1664;-0.0279070867174692
0.1666;-0.02703096219804695
0.1668;-0.027975329838142174
0.167;-0.02762295148006713
0.1672;-0.031095115456963557
0.1674;-0.032837276735792675
0.1676;-0.031385138725142515
0.1678;-0.03289438736003074
0.168;-0.03046625452175098
0.1682;-0.031439315124426395
0.1684;-0.031900949538375904
0.1686;-0.029234308627074154
0.1688;-0.02829090439091185
0.169;-0.030720489209253438
0.1692;-0.030568417509824388
0.1694;-0.02851744118857207
0.1696;-0.027138842829671078
0.1698;-0.027974944493326295
0.17;-0.03086027778558822
0.1702;-0.03201079291368646
0.1704;-0.032313380517626895
0.1706;-0.03231105461201674
0.1708;-0.032487630527735505
0.171;-0.030852320549417923
0.1712;-0.030203957392073228
0.1714;-0.033238152182175275
0.1716;-0.032953629580288135
0.1718;-0.030937104436518027
0.172;-0.03415162023783445
0.1722;-0.033650550810638995
0.1724;-0.032796029185289975
0.1726;-0.03314626289719842
0.1728;-0.035118202334157925
0.173;-0.03456055231257767
0.1732;-0.0344145357476463
0.1734;-0.03321225834615731
0.1736;-0.035043503822293376
0.1738;-0.03541300583252191
0.174;-0.03567325021032797
0.1742;-0.036314917147488995
0.1744;-0.03635967462119082
0.1746;-0.0366242324468472
0.1748;-0.035473575544376544
0.175;-0.03840638012600708
0.1752;-0.03869517937472684
0.1754;-0.03926053019683845
0.1756;-0.03952744745915251
0.1758;-0.038691633497059334
0.176;-0.04094257558561538
0.1762;-0.04114800592241655
0.1764;-0.04128156078069378
0.1766;-0.044533522783246654
0.1768;-0.04394959365797796
0.177;-0.0440780441449275
0.1772;-0.045906575844587266
0.1774;-0.046535176333909634
0.1776;-0.0443078625526078
0.1778;-0.04325741049848523
0.178;-0.04312575135604869
0.1782;-0.042721391898642574
0.1784;-0.043709930183479934
0.1786;-0.043406029789955475
0.1788;-0.04253786986251201
0.179;-0.044737302573632655
0.1792;-0.047131184196927356
0.1794;-0.048416693850795146
0.1796;-0.05143625246508458
0.1798;-0.05364256911210358
0.18;-0.05517804827107954
0.1802;-0.05583415575867617
0.1804;-0.0528957109369099
0.1806;-0.054482277852110586
0.1808;-0.052937589280069364
0.181;-0.05589623570825817
0.1812;-0.055591451781775825
0.1814;-0.05500604782809235
0.1816;-0.05491760790378417
0.1818;-0.0566277432817957
0.182;-0.05689278392075081
0.1822;-0.0552337967390535
0.1824;-0.05640063027625051
0.1826;-0.05714071167094925
0.1828;-0.05844776285749557
0.183;-0.06074169588135882
0.1832;-0.061019038742515866
0.1834;-0.060685142231426174
0.1836;-0.059431644509001263
0.1838;-0.05814522969337158
0.184;-0.060438346059728434
0.1842;-0.05981065798719967
0.1844;-0.06078676285746076
0.1846;-0.061878273335405076
0.1848;-0.06236387568791192
0.185;-0.06306796448924266
0.1852;-0.062337174547852585
0.1854;-0.065078738099961
0.1856;-0.06387577387485083
0.1858;-0.06373965313957146
0.186;-0.06333896160186753
0.1862;-0.061297843593100546
0.1864;-0.0614609803173659
0.1866;-0.061290062782416437
0.1868;-0.05826437498540743
0.187;-0.05988275758138805
0.1872;-0.059282708987816714
0.1874;-0.059769206392683585
0.1876;-0.05936956191284259
0.1878;-0.05745860564316762
